id	kind	source	what	reads	writes/returns
C-CLS-172	clause-side	plugin/keel/clauses.json:3672-3674	U13.subject: keyed on effect=files_changed (list-valued, KEYABLE_EFFECTS)	keel_effect.files_changed	predicate/extractor result
C-CLS-173	clause-side	plugin/keel/clauses.json:3926-3929	U19.fingerprint: kind=effect effect=files_changed	keel_effect.files_changed	predicate/extractor result
C-CLS-174	clause-side	plugin/keel/clauses.json:3930-...	U19.discharged_by: any_of: kind=regex on=tool_name pattern=^Grep$ | kind=regex on=tool_name pattern=^Read$ | kind=effect effect=report_paths	tool_name, keel_effect.report_paths	predicate/extractor result
C-CLS-175	clause-side	plugin/keel/clauses.json:3923-3925	U19.subject: keyed on effect=files_changed (list-valued, KEYABLE_EFFECTS)	keel_effect.files_changed	predicate/extractor result
C-CLS-176	clause-side	plugin/keel/clauses.json:4189-4200	U20.fingerprint: any_of: kind=effect effect=files_removed | kind=effect effect=head_reset	keel_effect.files_removed, keel_effect.head_reset	predicate/extractor result
C-CLS-177	clause-side	plugin/keel/clauses.json:4201-...	U20.discharged_by: any_of: kind=effect effect=report_pass | kind=effect effect=report_fail	keel_effect.report_pass, keel_effect.report_fail	predicate/extractor result
C-CLS-178	clause-side	plugin/keel/clauses.json:4188	U20.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-179	clause-side	plugin/keel/clauses.json:4538-4541	U24.fingerprint: kind=effect effect=net_out	keel_effect.net_out	predicate/extractor result
C-CLS-180	clause-side	plugin/keel/clauses.json:4542-...	U24.discharged_by: kind=effect effect=report_nowarn	keel_effect.report_nowarn	predicate/extractor result
C-CLS-181	clause-side	plugin/keel/clauses.json:4537	U24.subject: bare field session_id	session_id	predicate/extractor result
C-CLS-182	clause-side	plugin/keel/clauses.json:4773-4776	U25.fingerprint: kind=effect effect=report_clean	keel_effect.report_clean	predicate/extractor result
C-CLS-183	clause-side	plugin/keel/clauses.json:4777-...	U25.discharged_by: kind=effect effect=report_fail	keel_effect.report_fail	predicate/extractor result
C-CLS-184	clause-side	plugin/keel/clauses.json:4772	U25.subject: bare field session_id	session_id	predicate/extractor result
