id	kind	source	what	reads	writes/returns
C-EFF-165	function	plugin/keel/effects.py:612-635	Measure remote tracking-branch tips once via `git ls-remote --heads origin` and write remote.json for the operator; fails closed (no write) if the remote can't be listed	state, root	dict[str,str] tips|None; writes remote.json on success
C-EFF-166	branch	plugin/keel/effects.py:618-619	`git remote` call returns None (git unreachable) -> return None without writing anything	_git() remote output	returns None
C-EFF-167	branch	plugin/keel/effects.py:622-629	remotes.strip() is non-empty -> list origin's heads via `ls-remote --heads origin`; if that call returns None, return None; else parse each 'sha\tname' line into tips	remotes, _git() ls-remote output	tips: dict[str,str]
C-EFF-168	branch	plugin/keel/effects.py:630-634	Writing remote.json raises OSError -> return None (fail closed: no artifact, so a Read of it cannot happen and the demand stays owed)	state/REMOTE write	returns None
C-EFF-169	line	plugin/keel/effects.py:635	Success path: return tips	tips	returns dict[str,str]
C-EFF-170	function	plugin/keel/effects.py:638-659	Write Keel's own worktree measurement (observed.json) for the operator to Read: head, branch, tree, dirty-paths or walk-paths, refs, live pids	state, root, snap	writes observed.json (best-effort)
C-EFF-171	line	plugin/keel/effects.py:640-644	Initialize doc with root/session/t/head=None/branch=None/tree/dirty=None/paths=None/refs and pids sorted from snap['pids'] keys	snap fields	doc dict
C-EFF-172	branch	plugin/keel/effects.py:645-648	root is set and snap['refs'] is not None -> doc['head']=refs['HEAD']; doc['branch'] = stripped `git symbolic-ref -q --short HEAD` or None	root, snap['refs'], _git() symbolic-ref	doc['head'], doc['branch']
C-EFF-173	branch	plugin/keel/effects.py:649-653	doc['head'] and snap['tree'] are both set -> doc['dirty'] = sorted changed-path names from `git diff-tree --name-status` between HEAD and the snapshot tree (None if that diff-tree call fails)	root, doc['head'], snap['tree']	doc['dirty']
C-EFF-174	branch	plugin/keel/effects.py:654-655	(elif) snap['walk'] is not None -> doc['paths'] = sorted list of the walked paths	snap['walk']	doc['paths']
C-EFF-175	branch	plugin/keel/effects.py:656-659	Writing observed.json raises OSError -> silently ignored (best-effort)	state/OBSERVED write	no exception propagated
C-EFF-176	function	plugin/keel/effects.py:662-697	Whether a host Read tool_use, per the PostToolUse event, actually returned one of Keel's own artifacts (observed.json/remote.json) unmodified and matching this session/worktree	state, event(tool_input,tool_response,cwd,session_id), name	bool
C-EFF-177	branch	plugin/keel/effects.py:664-666	event.tool_input.file_path is missing/not a string/empty -> not this artifact, return False	tool_input.file_path	returns False
C-EFF-178	branch	plugin/keel/effects.py:669-670	tool_response is a dict carrying an 'error' key (host-reported read error) -> return False	tool_response	returns False
C-EFF-179	branch	plugin/keel/effects.py:671-672	tool_response is a string starting with 'Error' or containing 'exceeds maximum' (host error text) -> return False	tool_response	returns False
C-EFF-180	branch	plugin/keel/effects.py:675-677	The resolved file_path does not equal the resolved target path, or the target is not an existing file -> return False	path, state/name, pathlib.resolve/is_file	returns False
C-EFF-181	branch	plugin/keel/effects.py:678-680	Reading/parsing the target JSON raises OSError or ValueError -> return False	target file read/json.loads	returns False
C-EFF-182	branch	plugin/keel/effects.py:681-682	Parsed JSON top level is not a dict -> return False	doc type	returns False
C-EFF-183	branch	plugin/keel/effects.py:690-691	cwd resolves to a repo root, and doc['root'] is set, and they differ -> return False (DL-11: datum belongs to a different worktree/session)	event.cwd, _repo_root(cwd), doc['root']	returns False
C-EFF-184	branch	plugin/keel/effects.py:692-693	name == REMOTE -> return whether doc['tips'] is a dict (remote artifact validity check; short-circuits the session_id check below)	doc['tips'], name	returns bool
C-EFF-185	branch	plugin/keel/effects.py:694-696	event.session_id is a non-empty string and doc['session'] is neither None nor equal to it -> return False (artifact belongs to another session)	event.session_id, doc['session']	returns False
C-EFF-186	line	plugin/keel/effects.py:697	Final check for the OBSERVED artifact: return whether 'head' is a key of doc	doc	returns bool
C-EFF-187	function	plugin/keel/effects.py:700-708	Build the effects record for a host Read tool_use: everything world-changing defaults to false/empty, only observed_read/remote_read can be true	state, event	dict[str,Any] full EFFECTS-keyed record
C-EFF-188	line	plugin/keel/effects.py:702	Initialize every EFFECTS key to False (a Read did nothing to the world, by definition)	EFFECTS keys	out dict all False
C-EFF-189	line	plugin/keel/effects.py:703-705	Override the list-valued effect keys (files_changed, files_removed, remote_ref_moved, pids_gone, pids_spawned, named_paths, named_pids) to empty lists instead of False	(literal key list)	out[name] = [] for those keys
C-EFF-190	line	plugin/keel/effects.py:706	observed_read = _artifact_read(state, event, OBSERVED)	state, event	out['observed_read']
C-EFF-191	line	plugin/keel/effects.py:707	remote_read = _artifact_read(state, event, REMOTE)	state, event	out['remote_read']
C-EFF-192	function	plugin/keel/effects.py:711-838	What a PostToolUse act did: every EFFECTS key present as a value or None (NOT-EVALUABLE), computed by comparing the pre-act snapshot to the world now	state,session,agent,event	dict[str,Any] full EFFECTS-keyed record; also updates and persists session memory
C-EFF-193	line	plugin/keel/effects.py:714	Initialize every EFFECTS key to None (NOT-EVALUABLE) before anything is measured	EFFECTS keys	out dict all None
C-EFF-194	line	plugin/keel/effects.py:715-716	Extract tool_input dict and tool_response dict from the event (empty dict if not present/not a dict)	event.tool_input, event.tool_response	tool_input, response
C-EFF-195	line	plugin/keel/effects.py:717	Merge in the report_* booleans computed from this act's stdout/command	response.stdout, tool_input.command, report_effects()	out updated with report_null/pass/clean/fail/nowarn/signature/structured/self
C-EFF-196	line	plugin/keel/effects.py:718	act = event.tool_use_id (may be missing)	event.tool_use_id	act
C-EFF-197	branch	plugin/keel/effects.py:719-721	Resolve the pre-act snapshot path keyed by act via _before_path; if that keyed file doesn't exist, fall back to the shared slot/before.json	slot, act, filesystem existence	pre: Path
C-EFF-198	branch	plugin/keel/effects.py:722-726	Reading/parsing the pre-act snapshot JSON raises OSError/ValueError (no snapshot found) -> set out['not_evaluable']='no pre-act snapshot' and return immediately, everything else stays None	pre file read	returns out with not_evaluable set, all effects None
C-EFF-199	branch	plugin/keel/effects.py:727-730	Deleting the consumed pre-act snapshot file raises OSError -> ignored (best-effort cleanup)	pre.unlink()	no exception propagated
C-EFF-200	line	plugin/keel/effects.py:731	Load this slot's persisted session memory	slot/session.json via _memory()	memory dict
C-EFF-201	line	plugin/keel/effects.py:732	root = before.get('root') (the pre-act snapshot's repo root, or None if it wasn't a repo)	before['root']	root
C-EFF-202	branch	plugin/keel/effects.py:733-778	root is set -> compute file/ref/head/commit effects from a repository comparison (worktree tree diff, ref table diff, reflog scan, ignored-entries diff)	root, before, current git state	changed, removed, out['pre_image','head_moved','remote_ref_moved','head_reset','commit_signed','head_switched']
C-EFF-203	line	plugin/keel/effects.py:734	after_tree = worktree_tree(root, slot/index): rebuild the current worktree tree object	root, slot/index	after_tree
C-EFF-204	line	plugin/keel/effects.py:735	changed, removed = _tree_delta(root, before['tree'], after_tree)	before['tree'], after_tree	changed, removed
C-EFF-205	line	plugin/keel/effects.py:736	out['pre_image'] = before['tree'] (the recoverable pre-image tree sha, for a later revert)	before['tree']	out['pre_image']
C-EFF-206	line	plugin/keel/effects.py:737-738	after_refs = refs(root); before_refs = before.get('refs')	root, before['refs']	after_refs, before_refs
C-EFF-207	branch	plugin/keel/effects.py:739-773	Both after_refs and before_refs are not None -> compute head_moved/remote_ref_moved/head_reset/commit_signed/head_switched from comparing the two ref tables and the reflog	after_refs, before_refs	out['head_moved' etc.] set; else those keys stay whatever default/None
C-EFF-208	line	plugin/keel/effects.py:740-741	old_head/new_head extracted from before_refs/after_refs; head_moved = old_head != new_head	before_refs['HEAD'], after_refs['HEAD']	old_head,new_head,out['head_moved']
C-EFF-209	line	plugin/keel/effects.py:742-744	remote_ref_moved = sorted names under refs/remotes/ whose sha differs between before_refs and after_refs (union of both ref-tables' remote names)	before_refs, after_refs	out['remote_ref_moved']
C-EFF-210	branch	plugin/keel/effects.py:745-746	remote_ref_moved is non-empty -> memory['remote_moved']=True, so the session ending knows to ask the remote regardless of the net counter	out['remote_ref_moved']	memory['remote_moved']=True
C-EFF-211	line	plugin/keel/effects.py:747-749	Default head_reset=False, commit_signed=False, head_switched=False before the finer checks below (a HEAD that didn't move can't have reset/switched/signed)	(literal)	out['head_reset'/'commit_signed'/'head_switched'] = False
C-EFF-212	branch	plugin/keel/effects.py:750-763	head_moved AND both old_head and new_head are set -> classify the move as reset vs switch vs new-commit-with-signature via merge-base ancestry and cat-file	root, old_head, new_head, before_refs.values()	out['head_reset'/'commit_signed'/'head_switched'] refined
C-EFF-213	line	plugin/keel/effects.py:751-752	ancestor = `git merge-base --is-ancestor new_head old_head`; head_reset = that succeeded AND (changed or removed) is truthy (worktree moved back too)	root, new_head, old_head, changed, removed	out['head_reset']
C-EFF-214	line	plugin/keel/effects.py:753	body = `git cat-file commit new_head` output, or '' if unavailable	root, new_head	body
C-EFF-215	line	plugin/keel/effects.py:760-761	existed = new_head is an ancestor (via merge-base --is-ancestor) of ANY pre-act ref tip -> the commit already existed before the act (a switch), vs a newly created commit	root, new_head, before_refs.values()	existed: bool
C-EFF-216	line	plugin/keel/effects.py:762	head_switched = existed	existed	out['head_switched']
C-EFF-217	line	plugin/keel/effects.py:763	commit_signed = (not existed) AND body contains '\ngpgsig ' (only a newly created commit is examined for a signature the act itself produced)	existed, body	out['commit_signed']
C-EFF-218	branch	plugin/keel/effects.py:767-773	before['reflog'] and current reflog count are both ints and the count increased -> HEAD moved and returned to itself is still detectable via new reflog entries (EFF-09)	before['reflog'], _reflog_count(root)	then_n, now_n compared
C-EFF-219	line	plugin/keel/effects.py:769	moves = the newest (now_n - then_n) reflog subject lines via `git reflog show --format=%gs HEAD`	root, then_n, now_n	moves: list[str]
C-EFF-220	branch	plugin/keel/effects.py:770-771	Any reflog move subject starts with 'reset:' -> out['head_reset']=True (overriding the earlier tree-based determination)	moves	out['head_reset']=True
C-EFF-221	branch	plugin/keel/effects.py:772-773	Any reflog move subject starts with 'checkout:' AND head_moved is still False (HEAD ended where it began) -> out['head_switched']=True	moves, out['head_moved']	out['head_switched']=True
C-EFF-222	branch	plugin/keel/effects.py:774-778	removed is not None AND before['ignored'] is not None -> also treat a now-vanished top-level gitignored entry as removed	before['ignored'], removed	removed set may be extended
C-EFF-223	line	plugin/keel/effects.py:775	now_ignored = current top-level gitignored entries via _ignored(root)	root	now_ignored
C-EFF-224	branch	plugin/keel/effects.py:776-778	now_ignored is not None -> gone = before-ignored entries no longer present; removed = sorted(removed ∪ gone)	before['ignored'], now_ignored	removed extended
C-EFF-225	branch	plugin/keel/effects.py:779-781	(else, root is None) changed, removed computed via _walk_delta comparing before['walk'] to a fresh walk_tree(before['cwd']) (or None if cwd no longer a directory)	before['walk'], before['cwd']	changed, removed
C-EFF-226	line	plugin/keel/effects.py:782	out['files_changed'], out['files_removed'] = changed, removed	changed, removed	out fields set
C-EFF-227	line	plugin/keel/effects.py:783-784	table = proc_table(); then = before.get('pids') (the pre-act pid->start map)	proc_table(), before['pids']	table, then
C-EFF-228	branch	plugin/keel/effects.py:785-804	table is not None AND then is not None -> compute pids_gone/pids_spawned/pids_spawned_again and update spawn memory	table, then, before	out['pids_gone'/'pids_spawned'/'pids_spawned_again'], memory updated
C-EFF-229	line	plugin/keel/effects.py:786-787	own = _own_chain(); in_tree = under(before.get('session_root') or 0, table) (current descendants of the pre-act session root)	before['session_root'], table	own, in_tree
C-EFF-230	line	plugin/keel/effects.py:788-789	pids_gone = sorted pids that were tracked before and are now either absent from table or present with a different start time (reused pid = different process = still gone)	then, table	out['pids_gone']
C-EFF-231	line	plugin/keel/effects.py:791	alive_then, sids_then extracted from before['alive']/before['sids']	before['alive'],before['sids']	alive_then, sids_then
C-EFF-232	line	plugin/keel/effects.py:792-796	spawned = sorted pids in table, excluding own chain, that are new (not in alive_then, or tracked before under a different start time) AND assigned_process()-true against in_tree/sids_then	table, own, alive_then, then, in_tree, sids_then, assigned_process()	spawned: list[int]
C-EFF-233	line	plugin/keel/effects.py:797	out['pids_spawned'] = spawned	spawned	out field set
C-EFF-234	line	plugin/keel/effects.py:798	out['pids_spawned_again'] = spawned is non-empty AND memory.get('spawns',0) > 0 (a repeat offender within this session)	spawned, memory['spawns']	out['pids_spawned_again']
C-EFF-235	branch	plugin/keel/effects.py:799-804	spawned is non-empty -> increment memory['spawns'], and remember each spawned pid's start time in memory['spawned'] (so a later orphaned/reparented copy is still recognized by snapshot())	spawned, table, memory	memory['spawns'] +=1; memory['spawned'] updated
C-EFF-236	line	plugin/keel/effects.py:805-806	net_now = net_active_opens(); out['net_out'] = assigned_counter(before, net_now)	net_active_opens(), before	out['net_out']
C-EFF-237	branch	plugin/keel/effects.py:811-812	out['net_out'] is truthy -> memory['net_out']=True (sticky: once the session is known to have transmitted, it stays known for the ending)	out['net_out']	memory['net_out']=True
C-EFF-238	branch	plugin/keel/effects.py:813-814	(elif) out['net_out'] is None AND memory.get('net_out') is not already True -> memory['net_out']=None (unmeasurable stays unmeasurable unless already proven True; never collapses to False)	out['net_out'], memory['net_out']	memory['net_out']=None
C-EFF-239	line	plugin/keel/effects.py:815	memory['net_after'] = net_now (marks where the next idle-gap measurement starts)	net_now	memory['net_after']
C-EFF-240	line	plugin/keel/effects.py:817	spawned = out.get('pids_spawned') or [] (re-read for the guard-side 'still' computation below)	out['pids_spawned']	spawned
C-EFF-241	line	plugin/keel/effects.py:825	still = changed==[] AND removed==[] AND NOT out['head_moved'] (the act is 'quiet': changed nothing it could have printed about)	changed, removed, out['head_moved']	still: bool
C-EFF-242	line	plugin/keel/effects.py:826-827	Merge in the guard-side trace effects (report_ref/report_paths/named_paths/named_pids/report_pids/report_listing) computed against the pre-act snapshot and the quiet flag	response.stdout, before, root, still, out['report_self']	out updated via trace_effects()
C-EFF-243	line	plugin/keel/effects.py:828-829	net_read = None if net_out is None, else (net_out is truthy AND still AND NOT report_fail) — a read of the network is a quiet, non-failing, transmitting act	out['net_out'], still, out['report_fail']	out['net_read']
C-EFF-244	line	plugin/keel/effects.py:830	report_after_change = out['report_pass'] AND memory.get('changed_since_spawn') truthy (a pass claimed after a file changed since the last process was spawned)	out['report_pass'], memory['changed_since_spawn']	out['report_after_change']
C-EFF-245	branch	plugin/keel/effects.py:831-832	changed is non-empty -> memory['changed_since_spawn']=True	changed	memory['changed_since_spawn']=True
C-EFF-246	branch	plugin/keel/effects.py:833-834	spawned is non-empty -> memory['changed_since_spawn']=False (a fresh process resets the 'change since spawn' clock)	spawned	memory['changed_since_spawn']=False
C-EFF-247	line	plugin/keel/effects.py:835-836	out['observed_read']=False; out['remote_read']=False (a PostToolUse delta is never itself a Read of Keel's own artifacts; only read_delta() can set these true)	(literal)	out fields set False
C-EFF-248	line	plugin/keel/effects.py:837	Persist updated memory back to slot/session.json	memory, slot	writes session.json via _remember()
C-EFF-249	function	plugin/keel/effects.py:841-890	Session-ending remote check: whether every remote-tracking ref this session appears to have moved actually landed on the remote, measured once and only when the session transmitted	state,session,agent,cwd	dict with remote_ref_moved, remote_landed (and maybe not_evaluable)
C-EFF-250	line	plugin/keel/effects.py:850-851	slot, memory = this session's persisted state	state,session,agent	slot, memory
C-EFF-251	line	plugin/keel/effects.py:852	out initialized with remote_ref_moved=None, remote_landed=None	(literal)	out dict
C-EFF-252	branch	plugin/keel/effects.py:853-858	memory['net_out'] is exactly False AND memory does not have remote_moved set -> no act transmitted and no remote-tracking ref moved locally, so nothing to ask: remote_ref_moved=[], remote_landed=True, return early	memory['net_out'], memory['remote_moved']	returns out early
C-EFF-253	line	plugin/keel/effects.py:860	root = _repo_root(cwd) if cwd is a directory else None	cwd	root
C-EFF-254	branch	plugin/keel/effects.py:861-862	root is falsy (not a repository) -> return out as-is (both fields stay None, NOT-EVALUABLE)	root	returns out (Nones)
C-EFF-255	line	plugin/keel/effects.py:863	remotes = `git remote` output	root	remotes
C-EFF-256	branch	plugin/keel/effects.py:864-867	remotes call succeeded and remotes.strip() is empty (no remotes configured) -> remote_ref_moved=[], remote_landed=True, return early	remotes	returns out early
C-EFF-257	line	plugin/keel/effects.py:868	local = refs(root) (current local + tracking refs)	root	local
C-EFF-258	branch	plugin/keel/effects.py:869-871	local is None (refs couldn't be read) -> out['not_evaluable']='the remote could not be listed', return	local	returns out with not_evaluable
C-EFF-259	line	plugin/keel/effects.py:872	local_shas = set of every sha in the local ref table	local	local_shas
C-EFF-260	loop	plugin/keel/effects.py:876-887	For every remote name in remotes.split(): list its heads via `git ls-remote --heads <remote>`	remotes.split()	per-remote listing
C-EFF-261	branch	plugin/keel/effects.py:878-880	A given remote's ls-remote call returns None (unreachable) -> out['not_evaluable']=f'the remote {remote} could not be listed', return immediately (fails closed on the first unreachable remote)	listing	returns out with not_evaluable
C-EFF-262	line	plugin/keel/effects.py:883	tracking = local ref table lookup for refs/remotes/<remote>/<branch-name-with-refs/heads/-prefix-stripped>	local, remote, name	tracking: str|None
C-EFF-263	branch	plugin/keel/effects.py:884-885	tracking is not None (we do have a local tracking ref for this branch) AND tracking != the remote's current sha -> this ref moved; record as 'name' (origin) or 'remote:name' (other remotes)	tracking, sha, remote	moved.append(...)
C-EFF-264	branch	plugin/keel/effects.py:886-887	(nested) the remote's current sha is not among local_shas -> this moved ref did not land on any local ref (push didn't land, or a foreign move)	sha, local_shas	unlanded.append(name)
C-EFF-265	line	plugin/keel/effects.py:888	out['remote_ref_moved'] = moved	moved	out field set
C-EFF-266	line	plugin/keel/effects.py:889	out['remote_landed'] = not unlanded (landed iff nothing was left unlanded)	unlanded	out field set
