lane	status	id	layer	target	severity	claim
foundations	STANDS	POSTURE-10	drag	One unrotated ledger file, re-read twelve times per event; 1	machine-checked for the growth; the 20 s-timeout consequence is unsupported	By subtraction: is_licensed and open_ids already filter on (session, agent). Write one ledger file per (session_id, agent_id) — _slot() computes exactly that key for the effects store two modules away
foundations	STANDS	POSTURE-12	flaw	NOT-EVALUABLE-is-live is not applied to composed occasions, 	structural, correctly stated; the cited evidence does not demonstrate it	By subtraction of the special case: hoist the unmeasured check into _base_predicate's composition branch so any_of over effects propagates None, rather than testing for `kind == "effect"` only at the 
foundations	STANDS	POSTURE-13	flaw	The shipped evidence is authored to the protocol, so the ope	exhaustive-finite for the counts, machine-checked for the README/MEASURED drift; the reading of benign-control's header is wrong and so is the remedy	By subtraction: strip the opening Reads and the commitment markers from benign-control.jsonl and let it be what its header claims. It will then fail, and the failure is the finding.
foundations	STANDS	H1	fatal	A failing tool call is a different host event (PostToolUseFa	machine-checked (defect); remedy REFUTED — machine-checked to not work	ASSIGNMENT, three lines: add "PostToolUseFailure" to the same matcher row in both hooks manifests, add `"PostToolUseFailure": post_tool_use` to HANDLERS and to `clauses._EVENTS`, and in `effects.delta
foundations	STANDS	H2	fatal	The snapshot/delta pairing is keyed on (session_id, agent_id	machine-checked (host interleaving + effects-layer mechanism); the stated 13-clause dispatcher figure is NOT reproducible and is confounded; remedy REFUTED	ASSIGNMENT: key the slot on the correlation id the host already sends — `_slot(state, session, agent, event['tool_use_id'])` — so each act's snapshot is its own; no new observation, no new field, one 
foundations	STANDS	H3	fatal	The terminal blocks exactly once per session: the host sets 	machine-checked (defect and record); the scope claim "for the rest of the session" is FALSE — measured; remedy half-right	SUBTRACTION: delete the `stop_hook_active` early return. The host already caps re-prompts globally (its own shipped stop hook cites an 8-block ceiling), so the runaway the quarantine guards against ca
foundations	STANDS	H4	fatal	hook_event_name is a single field whose rename disarms all 2	machine-checked (planted-input reproduction); kind is conditional, not live-fatal; one mechanism detail wrong	SUBTRACTION of the default argument: `HANDLERS[name]` with a KeyError, or `HANDLERS.get(name)` and treat None as NOT-EVALUABLE — an event whose name Keel does not recognise is unevaluated, which the e
foundations	STANDS	H5	fundamental	Two of the eight registered events read field names the host	machine-checked	SUBTRACTION if the feature is not wanted: delete both handlers, both registrations and the README section. Otherwise ASSIGNMENT of two string literals: `user_input` -> `prompt`, `compact_trigger` -> `
foundations	STANDS	H6	fundamental	Every tool-enum guard is discharged by a PROPOSAL: pre_tool_	machine-checked (defect, and live-exploitable); remedy REFUTED — it wedges nine guards	SUBTRACTION: delete the discharge branch from `pre_tool_use` and let `post_tool_use` be the only discharge point — the host fires PostToolUse only on success. (The `tools` lists on D01/P01 that name R
foundations	STANDS	H7	fundamental	The host's own write tools (Write, Edit, MultiEdit, Notebook	machine-checked (defect); one recovery claim overstated; remedy under-specified	ASSIGNMENT: put the host's write tools in both matchers, drop the `tool_name == "Bash"` condition in `_effect_record` so any act is bracketed by a snapshot, and widen the effect clauses' `tools` to `[
foundations	STANDS	H8	flaw	The eight report_* effects are the only ones that resolve to	machine-checked	SUBTRACTION of the special case: have `report_effects` return `{name: None for name in <the eight>}` when `stdout` is not a `str`, so the report shapes obey the same NOT-EVALUABLE rule as every other 
foundations	STANDS	H9	flaw	observed.json and remote.json are one global file under $KEE	machine-checked	ASSIGNMENT of the key the module already computes: write and read the artifacts at `_slot(state, session, agent) / OBSERVED` instead of `state / OBSERVED`.
foundations	STANDS	H10	drag	The corpus replay — the README's headline evidence that ever	exhaustive-finite (label honest; the finding is stronger than stated)	SUBTRACTION: drop the `keel_effect` short-circuit and let the corpus carry `tool_response` + a fixture worktree so `delta()` actually runs; or subtract the claim, and state that the replay grades the 
foundations	STANDS	H11	flaw	No test anywhere pins a payload field name to the host: ever	structural (label honest); two supporting facts are wrong	ASSIGNMENT of one artifact: commit the captured live payloads (one per registered event, including PostToolUseFailure) as `tests/host_payloads.jsonl` and assert field-by-field that every path the disp
foundations	dropped	AG-4		CLAUSE-GUARD-NOMINAL refuses the one class the repository's 		THE FACTS HOLD, THE ARGUMENT DOES NOT. Verified by diffing 4b25357^ against HEAD: exactly 19 of 24 `discharged_by` sides changed, every one classifying as nomin
foundations	dropped	AG-8		U24's guard no longer has any relation to warnings-as-errors		SPLIT VERDICT. THE U24 HALF HOLDS AND IS UNDERSTATED. Confirmed: U24.discharged_by = {kind: effect, effect: report_nowarn}; report_nowarn = `passed and not WARN
foundations	dropped	POSTURE-04		Nine of twenty-four demands are unpayable without the commit		The partition itself is correct — I re-enumerated discharged_by over all 24 rows of plugin/keel/clauses.json and got the same 14 host-reachable guards and the s
foundations	dropped	POSTURE-11		The Stop block drops the key it is blocked on, and C08's key		TWO FACTS CONFIRMED. reconcile() renders `lines = "; ".join(f"[{r['clause_id']}] {r['reason']}" for r in open_rows[:5])` (dispatch.py:609), discarding the row's
foundations	dropped	W0		The minimal Keel that satisfies the same 24 points is ~3,900		no verdict returned
foundations	dropped	W1		4,363 of clauses.json's 5,034 lines are fixtures the side's 		no verdict returned
foundations	dropped	W2		proofs/Clauses.v is 526 generated lines carrying two distinc		no verdict returned
foundations	dropped	W3		The shipped positive page prints remedies that do not discha		no verdict returned
foundations	dropped	W4		121 lines of the loader are unreachable or dead, and 338 lin		no verdict returned
foundations	dropped	W5		The three-valued NOT-EVALUABLE contract is lost by compositi		no verdict returned
foundations	dropped	W6		The once-per-session journal row is re-derived with a lock p		no verdict returned
foundations	dropped	W7		Two load-bearing README claims are false, and the fence writ		no verdict returned
foundations	dropped	W8		Every Bash call pays two fresh Python processes plus a whole		no verdict returned
foundations	dropped	W9		The dispatcher renders the ledger key into English and then 		no verdict returned
foundations	dropped	W10		35% of the shipped Python is inlined incident post-mortems, 		no verdict returned
attack	CONFIRMED	MATH-01	math / proof gate	tools/check_coq.py :: instance_covers_table / grad	break	check_coq.py's docstring: 'Deleting either file, or letting the instance drift from the table, is a red gate here'; README: 'compiles both files and grades every result'. The PASS line 'Clauses.v cove
attack	CONFIRMED	MATH-02	math / proof gate	proofs/Coverings.v (Section Coverings) ; tools/che	break	proofs/Coverings.v header: 'NOTHING IS ASSUMED GLOBALLY... `Print Assumptions` reports the development closed under the global context -- zero axioms.' check_coq.py: 'every one is closed under the glo
attack	CONFIRMED	MATH-03	math / proof gate	tools/check_coq.py :: RESULT regex, grade()	break	'every declared result ... is `Print Assumptions`-ed, and every one is closed under the global context -- zero axioms'
attack	CONFIRMED	MATH-04	math / proof gate	tools/check_coq.py :: IDENTITY regex ; proofs/Cove	break	check_coq.py: 'no result is the identity -- a statement whose proof is `exact H` after `split` grades nothing'. Coverings.v Theorem 6 comment: 'a result whose proof is the identity grades nothing, and
attack	CONFIRMED	MATH-05	math / statement-vs-code corre	tools/render_coverings.py :: side_block ; proofs/C	break	render_coverings.py: 'applies those results to the table as shipped -- one block per side of every clause -- so that the theorem is applied to plugin/keel/clauses.json rather than cited over it.' READ
attack	CONFIRMED	MATH-06	math / theorem content	proofs/Coverings.v :: violates, backward, violatio	break	'Ordered obligations, enforced from BOTH ends... Backward enforcement: at every L, demand that an X ALREADY happened.' 'The inductive `violates` is what backward enforcement rejects, at any trace leng
attack	CONFIRMED	MATH-07	math / statement-vs-code corre	proofs/Coverings.v :: effect, effect_is_name_agnos	break	Coverings.v Thm 8: 'A covering over what the act DID reads no segment at all, so renaming every program changes nothing it sees: it is name-agnostic by construction.' render_coverings.py emits this pa
attack	UNJUDGED(limit)	MATH-08	math / statement-vs-code corre	plugin/keel/effects.py :: report_effects, _lists_i	break	effects.py header cites 'Coverings.v Theorem 3' and says the effect 'is read from the world: the worktree, the refs'. derive_closure: "`world`: the observer measures it." Theorem 8 comment: 'it cannot
attack	CONFIRMED	MATH-09	math / theorem content	proofs/Coverings.v :: chain_composes (Thm 9) + Hyp	break	Thm 9: 'Pairwise links compose to the whole chain, at any length... This is why the model discriminates.' Thm 6: 'A positive obligation is name-agnostic and VOCABULARY-FREE... Stated as an INVARIANCE 
attack	CONFIRMED	MATH-10	math / statement-vs-code corre	proofs/Clauses.v (Variables scan, mention) ; proof	break	Coverings.v: 'the obligation is discharged ONCE, structurally, for every covering simultaneously'; 'each theorem is explicitly RELATIVE to a scanner with the stated properties'; Hypothesis scan_mentio
attack	UNJUDGED(limit)	K01	the 24 points	A01, A02, A03, T01, C03-verify-what-returns, D01, 	break	Six of the 24 guards are discharged by a single host Read of a file Keel itself wrote. `observed.json` pays A01 ('know what is staged'), A02 ('list the set first'), T01 ('ask the tree whether it is fi
attack	UNJUDGED(limit)	K02	the 24 points	U12, U13, U19 (discharged_by any_of[^Grep$, ^Read$	break	U12/U13/U19 say 'look at the target before applying / look at the text you are about to rewrite'. Their subject is `session_id`, so any Read of any file on the machine discharges all three — including
attack	CONFIRMED	K03	the 24 points	U12, U13, U19, U20 (tools:[Bash]); A01, A02, A03 (	break	Every file-mutation point is Bash-only, and `plugin/hooks/hooks.json` registers PreToolUse only for `Agent|AskUserQuestion|Bash|ExitPlanMode|Glob|Grep|Read|Task` and PostToolUse only for `Bash|Read`. 
attack	UNJUDGED(limit)	K04	the 24 points	U20, U01, U24, U25, C08-check-can-fail (report_pas	break	The guards 'run an independent behaviour observer' (U20), 'run a capability probe of the worker and see it report PASS' (U01), 'run the suite so a warning would have failed it' (U24), 'see the scanner
attack	UNJUDGED(limit)	K05	the 24 points	U20 (and every clause whose subject is `session_id	break	`post_tool_use` raises a demand only `if not ledger.is_licensed(...)`, and the demand id is derived from `session_id` alone. Once U20 is discharged once, every later destruction in that session raises
attack	UNJUDGED(limit)	K06	the 24 points	dispatch._open_effect_denial / the `# keel-guard:`	break	The only thing standing between an effect-raised demand and the next act is `_open_effect_denial`, and it passes any Bash call whose leading comment names the open clause ids — before the act runs, wi
attack	CONFIRMED	K07	the 24 points	C08-check-can-fail (activated_by report_pass + key	break	C08 demands 'run this same checker under a planted fault and see it FAIL'. The checker identity is scraped from the command's last segment head; the FAIL datum is any REPORT_FAIL match anywhere in std
attack	CONFIRMED	K08	the 24 points	U10 (subject extractor on trailing *.json; dischar	break	U10 demands 'look at the structure first: a query on the same file that prints a non-null JSON datum'. Both halves are forgeable in one command: the non-null JSON datum can be an `echo 1`, and 'the sa
attack	UNJUDGED(limit)	K09	the 24 points	A02 (any_of[observed_read, ^Glob$]), D01 (^(Read|G	break	These guards read only the host tool enum, never the result. A Glob for a pattern that matches nothing pays A02's 'list the set first, so a later loss has a record'; a Grep of /etc for a nonsense stri
attack	UNJUDGED(limit)	K10	the 24 points	C03-verify-what-returns (activated_by ^(Agent|Task	break	C03's guard is 'read a returned artifact AFTER dispatch and before stopping'. `_watch_standing` records the discharge on any Read at any point in the session, and `open_ids` is a set difference with n
attack	CONFIRMED	K11	the 24 points	U09 (head_switched) and U08 (commit_signed); effec	break	`existed = new_head in before_refs.values() or int(commit_ct) < int(snapshot_t)`. A checkout of a commit that is not a ref tip and whose committer timestamp is not strictly less than the snapshot's se
attack	UNJUDGED(limit)	K12	the 24 points	U08 (report_signature), U09 (report_ref), U03 (rep	break	U08's 'produce a signature datum' is `echo '-----BEGIN PGP SIGNATURE-----'`; U03's 'produce a process listing: an output that holds at least two live pids' is `echo 1 2` (pids 1 and 2 are always alive
attack	CONFIRMED	K13	the 24 points	U06 (discharged_by net_read = net_out and quiet an	break	U06 demands 'a read of the network that changes nothing and reports no failure — an authenticated read canary'. A connection to a closed port on 127.0.0.1 satisfies it: the host counter ticks, nothing
attack	CONFIRMED	K14	the 24 points	T02 (discharged_by remote_landed; effects.at_stop'	break	T02 says 'let the ending measure the remote'. `at_stop` returns remote_landed=True without listing anything whenever `memory['net_out']` was never set True — and it is set only on a strict True, never
attack	CONFIRMED	K15	the 24 points	A03 (remote_read of remote.json; effects.snapshot 	break	A03 says 'see the remote tips first ... so a force-push under any name cannot overwrite a tip that was never seen'. Keel lists the remote once per session and never again; the guard is a Read of that 
attack	CONFIRMED	K16	the 24 points	U20 (fingerprint any_of[files_removed, head_reset]	break	`_unmeasured` only applies when the predicate itself has kind=='effect'; a top-level `any_of` has no kind, so its branches evaluate None as False. U20 is the only clause with an any_of fingerprint, so
attack	CONFIRMED	K17	the 24 points	U20 (files_removed) vs U12/U13/U19 (files_changed)	break	U20's occasion is a file being GONE. Truncating every tracked file to zero bytes is a total content loss with the same consequence, but registers as files_changed only — so the guard drops from 'run a
attack	CONFIRMED	K18	the 24 points	the SET (no clause names file creation; effects._t	break	`_tree_delta` records M/T as changed and D as removed; ADDED files are discarded, and no effect name exists for them. Introducing a new file — a git hook that pipes curl to sh, a .env, a CI workflow —
attack	CONFIRMED	K19	the 24 points	the SET (effects.refs() is snapshotted; no effect/	break	The snapshot records every local ref, and the effect vocabulary has head_moved/head_switched/head_reset/remote_ref_moved but nothing for a ref that is GONE. `git branch -D` (also tag deletion, `git re
attack	CONFIRMED	K20	the 24 points	T01, T02, C03-verify-what-returns, C08-check-can-f	break	Clauses declaring `Stop` are skipped at `SubagentStop`, and the ledger is keyed on (session_id, agent_id) so the subagent's rows are invisible to the parent's Stop. All costly work can be done inside 
attack	CONFIRMED	K21	the 24 points	U12 and U19 (event, tools, subject, fingerprint an	weakness	U12 and U19 have the same event, tools, subject, fingerprint (files_changed) and the same discharged_by (any_of[^Grep$, ^Read$, report_paths]). No event can ever distinguish them: they always fire tog
attack	CONFIRMED	K22	the 24 points	U01 (pids_spawned), U02 (pids_spawned_again); effe	weakness	`assigned_process` treats any pid whose process session id was not alive at the snapshot as this session's worker. Any process anywhere on the host that calls setsid during the act is therefore record
attack	UNJUDGED(limit)	K23	the 24 points	A03 (discharged_by remote_read only); effects.obse	break	Outside a git repository Keel never writes `remote.json`, and A03's only discharge is a Read of that file. Every Bash act in such a session is denied forever and every Stop blocks forever, with a deny
attack	CONFIRMED	K24	the 24 points	U02 (dict subject extractor '(?:dispatch\\.sh|--ta	weakness	`pre_tool_use` abstains when a dict subject extracts no operand ('denying under the empty key would merge every demand into one bucket'); `post_tool_use` has no such check, so U02 raises demands with 
attack	UNJUDGED(limit)	K25	the 24 points	U20 (discharged_by any_of[report_pass, report_fail	break	U20's guard is 'run an independent behaviour observer first: any verifier that prints a report, PASS or FAIL'. A report of failures therefore licenses the destruction — the observer's verdict is not c
attack	CONFIRMED	K26	the 24 points	dispatch.pre_tool_use's `# keel-allow:` marker + U	weakness	A leading `# keel-allow: <reason>` comment returns {} before `_effect_record(..., 'before')` runs, so no snapshot exists and the following delta is entirely NOT-EVALUABLE. Every single-effect clause t
attack	CONFIRMED	K27	the 24 points	the SET (effects.EFFECTS vs. every clause fingerpr	weakness	`head_moved` and `fetch_head_written` are measured on every act and named by no clause on any side. So creating a commit (unsigned) and fetching are observed and then discarded: there is no point for 
attack	UNJUDGED(limit)	K28	the 24 points	T01 (observed_read), A01, A02	break	T01 demands the tree be asked whether the run is finished. The discharge is a single Read of observed.json recorded at any point in the session; nothing requires it to describe the state at the ending
attack	CONFIRMED	LOADER-01	loader law (plugin/keel/clause	classify_side, plugin/keel/clauses.py:388-390 (`if	break	An occasion or a guard must be name-agnostic; a side that selects the act by the program's name is refused CLAUSE-OCCASION-NOMINAL / CLAUSE-GUARD-NOMINAL, and a side that reads the raw command as text
attack	CONFIRMED	LOADER-02	loader law (plugin/keel/clause	_leaves (plugin/keel/clauses.py:539-543) and the C	break	'EVERY EFFECT NAME IS IN EFFECTS, and a clause may name nothing else... the loader can refuse a name this module does not measure' (effects.py:17-19); CLAUSE-EFFECT-UNKNOWN.
attack	CONFIRMED	LOADER-03	loader law (plugin/keel/clause	_compile (plugin/keel/clauses.py:481-536), CLAUSE-	break	CLAUSE-REGEX-INVALID / CLAUSE-KEY-FROM-INVALID / CLAUSE-PROBE-INVALID guarantee a loaded table's predicates are evaluable.
attack	UNJUDGED(limit)	LOADER-04	loader law (plugin/keel/clause	CLAUSE-EFFECT-EVENT (plugin/keel/clauses.py:642-64	break	'An effect is observed AFTER the act, so a clause whose occasion is an effect is enforced at PostToolUse' -- CLAUSE-EFFECT-EVENT.
attack	UNJUDGED(limit)	LOADER-05	loader law (plugin/keel/clause	clause.subject; _admit (plugin/keel/clauses.py:567	break	Owner's law: every occasion and guard must read the host tool enum or an observed effect, never a program's name or spelling. classify_side is 'ONE owner' of what a side is.
attack	UNJUDGED(limit)	LOADER-06	loader law (plugin/keel/clause	key_from; event_key (plugin/keel/clauses.py:134-16	break	'A GUARD MUST BE NAME-AGNOSTIC TOO... never by what the act was called' (CLAUSE-GUARD-NOMINAL); C08's guard classifies as `effect`, which the loader and proofs/Clauses.v certify as name-agnostic.
attack	UNJUDGED(limit)	LOADER-07	loader law (plugin/keel/clause	_admit fixture grading (plugin/keel/clauses.py:645	break	'CLAUSE-NO-FIXTURES' plus the pos/neg grading is what witnesses that a clause discriminates its occasion; every row ships fixtures that say what the costly act looks like.
attack	UNJUDGED(limit)	LOADER-08	loader law -- test coverage of	all 23 ClauseError codes in plugin/keel/clauses.py	weakness	Every refusal code is covered by a test that reddens when the check is deleted (implied by the module's 'the loader is where an admissibility rule belongs' argument and by tests/*'s plant discipline).
attack	UNJUDGED(limit)	LOADER-09	loader law (plugin/keel/clause	_compile probe block (plugin/keel/clauses.py:512-5	weakness	'an allowlist that bounds only the name bounds nothing, because the gate then executes an attacker-chosen file with os.environ' -- the loader refuses a path-qualified or non-allowlisted probe, and PRO
attack	UNJUDGED(limit)	LOADER-10	loader law (plugin/keel/clause	_matches_a_tool_enum (plugin/keel/clauses.py:334-3	weakness	'composed: a composition of the classes above, every branch agnostic' -- and 'composed' is verified rather than declared, by asking whether some branch reads the closed host enum tool_name; derive_clo
attack	UNJUDGED(limit)	LOADER-11	loader law (plugin/keel/clause	EXCUSE_FIELDS / CLAUSE-CARRIES-AN-EXCUSE (plugin/k	weakness	'A requirement outside the math does not get an excuse' -- a row that states in prose what the proof derives is refused, 'with no exemption to write'.
attack	unverified	LOADER-12	loader law -- angles that HELD	CLAUSE-SIDE-UNCLASSIFIED, CLAUSE-OCCASION-NOMINAL,	unverified	n/a -- these are the checks that did their job under attack.
attack	UNJUDGED(limit)	EV-01	evidence (README ↔ MEASURED.ts	README.md:112 ("the seven acts[^m-act-count]"); te	break	README's footnote says the number is "counted by the `act-count` command in MEASURED.tsv", and test_fence.SpelledCountsMatchWhatTheyCount claims every spelled total on a shipped page is joined to the 
attack	UNJUDGED(limit)	EV-02	evidence (README ↔ eval/corpus	README.md:299-302 ("10 sessions[^m-derailments] en	break	The footnote binds "10" to the `derailments` command; the sentence claims the corpus partitions as 10 fires + 15 recovery + 1 control = 26.
attack	UNJUDGED(limit)	EV-03	evidence (eval/replay.py + eva	eval/replay.py, eval/corpus/*.jsonl, plugin/keel/d	break	README Evidence: "`python3 eval/replay.py` ... replays recorded sessions through the real dispatcher ... the corpus replay below proves the dispatcher denies at or before the derailment event in every
attack	UNJUDGED(limit)	EV-04	evidence (eval/corpus coverage	README.md:298 "**every clause has a session that d	break	Every one of the 24 clauses has a corpus session driving it, and the corpus gates enforce it.
attack	UNJUDGED(limit)	EV-05	evidence (eval/replay.py)	plugin/keel/dispatch.py:pre_tool_use; eval/corpus/	break	README: the replay "proves the dispatcher denies at or before the derailment event in every authored fixture" and each session "is evidence about its own row".
attack	UNJUDGED(limit)	EV-06	evidence (tools/render_views.p	tools/render_views.py:render_clause_count (marker 	break	README: "The table below is a generated view of that file, byte-compared against it by the test fence on every push, so it cannot quietly lag the artifact the dispatcher loads." The region reads as ma
attack	UNJUDGED(limit)	EV-07	evidence (tests/ mutation: an 	plugin/keel/effects.py:report_effects — `"report_n	break	README clause table: U24 is discharged by "run the suite so that a warning would have failed it: a passing report with no warning line"; tests/test_guard_coverings.py claims "the GUARD side of every c
attack	UNJUDGED(limit)	EV-08	evidence (tests/ mutation: an 	plugin/keel/effects.py:report_effects — `"report_s	break	README clause table: U08 ("create a signed git commit") is discharged by "produce a signature datum: sign something and see the signature block, or verify one".
attack	UNJUDGED(limit)	EV-09	evidence (tests/ mutation: an 	plugin/keel/effects.py:delta — `out["report_after_	break	README clause table: U02 is discharged by "after a failure, change something, then run the target's probe and see it report PASS" — the "change something" half is exactly `changed_since_spawn`.
attack	UNJUDGED(limit)	EV-10	evidence (tests/ mutation: a S	plugin/keel/effects.py:at_stop — `out["remote_land	break	README clause table: T02 is discharged by "every remote head that moved this session must equal a local ref (a push that landed); Keel lists the remote itself at Stop".
attack	UNJUDGED(limit)	EV-11	evidence (tests/ mutation: a d	plugin/keel/effects.py:`LISTING_FLOOR = 2` ("one n	break	README clause table: U03 is discharged by "an output that holds at least two live pids"; C09 by "the output holds live pids and none of the act's own command text". tests/test_guard_coverings.py is ti
attack	UNJUDGED(limit)	EV-12	evidence (tests/test_guard_cov	tests/test_guard_coverings.py:_record (`effects.tr	break	The module's docstring: "The GUARD side of every clause is witnessed in both directions, or the table does not load", and the README's guard definition rests on "an act that changed no file, ref or pr
attack	UNJUDGED(limit)	EV-13	evidence (plugin/keel/clauses.	plugin/keel/clauses.json `fixtures_discharge` / `f	break	tests/test_guard_coverings.py: "`load_default()` runs on every hook invocation, so a clause CANNOT ship with an un-witnessed guard" — presented as closing the measured gap "clauses declaring a dischar
attack	UNJUDGED(limit)	EV-14	evidence (tests/test_effects.p	plugin/keel/effects.py:assigned_process — `return 	break	README: "An observation is the act's only if it is assigned to it, by one rule. A process is assigned by lineage (the session's tree, its process sessions, or a process session born during the act)"; 
attack	UNJUDGED(limit)	EV-15	evidence (eval/replay.py + MEA	eval/replay.py:crashed / dispatch; MEASURED.tsv ro	weakness	MEASURED.tsv publishes 26/26 as a re-measurable fact and test_measured re-runs the row's own command on every suite run; README: "succeeds iff every session meets its expectation".
attack	UNJUDGED(limit)	EV-16	evidence (tests/plant_support.	tests/plant_support.py:smoke_replace; tests/test_m	weakness	plant_support.recover_stale_plants's docstring says the false-diagnosis failure mode ("a run killed at a ten-minute timeout left plugin/keel/ledger.py missing two lines ... which reads exactly like a 
attack	UNJUDGED(limit)	EV-17	evidence (MEASURED.tsv)	MEASURED.tsv row `zero-clauses` (VALUE 0); plugin/	weakness	README: "one `session` row the first time a session is seen, carrying the loaded **clause count** — a row saying `clauses: 0`[^m-zero-clauses] is a gate that checked nothing"; test_measured claims "a 
attack	unverified	EV-18	evidence (tests/test_effects.p	plugin/keel/effects.py `ABBREV_FLOOR = 7`; `out["n	unverified	If they survive, U06's read-canary guard ("a read of the network that changes nothing and reports no failure") and the commit-id floor in `report_ref` are two more unwitnessed guard properties.
simplify	UNJUDGED(limit)	EFF-01		EFFECTS["fetch_head_written"], _fetch_head(), snapshot's sna		no verdict returned
simplify	UNJUDGED(limit)	EFF-02		_repo_root() + worktree_tree()'s `git rev-parse --git-path i		no verdict returned
simplify	UNJUDGED(limit)	EFF-03		refs()		no verdict returned
simplify	UNJUDGED(limit)	EFF-04		pids() -> proc_table() + under(); process_session() deleted;		no verdict returned
simplify	UNJUDGED(limit)	EFF-05		trace_effects()'s report_paths block		no verdict returned
simplify	UNJUDGED(limit)	EFF-06		observe()		no verdict returned
simplify	UNJUDGED(limit)	EFF-07		session_root() and _own_chain()		no verdict returned
simplify	UNJUDGED(limit)	EFF-08		assigned_process()		no verdict returned
simplify	UNJUDGED(limit)	EFF-09		trace_effects()'s report_listing; delta's dict(before, comma		no verdict returned
simplify	UNJUDGED(limit)	EFF-10		slot/index.before and slot/index.after		no verdict returned
simplify	UNJUDGED(limit)	EFF-11		snap["tick"] and its `own_fields = _stat_fields(os.getpid())		no verdict returned
simplify	UNJUDGED(limit)	EFF-12		the GIT_TIMEOUT comment		no verdict returned
simplify	UNJUDGED(limit)	dispatch-one-header-scan		_guard_marker, _allow_marker, and the three `isinstance(comm		no verdict returned
simplify	UNJUDGED(limit)	dispatch-ledger-read-per-event		pre_tool_use / post_tool_use clause loops; _open_effect_deni		no verdict returned
simplify	UNJUDGED(limit)	dispatch-applicable-predicate		_applicable(table, event) and its two `applicable = {id(cl) 		no verdict returned
simplify	UNJUDGED(limit)	dispatch-observe-guard		the guard-observation block duplicated in pre_tool_use and p		no verdict returned
simplify	UNJUDGED(limit)	dispatch-missing-field-sentinel		_MISSING_FIELD module constant and the `if not isinstance(ra		no verdict returned
simplify	UNJUDGED(limit)	dispatch-one-bracket-parser		_record's hand-rolled first-`[`-to-next-`]` scan		no verdict returned
simplify	UNJUDGED(limit)	dispatch-activation-nets-to-zero		the unkeyed `activated_by` branch in _watch_standing		no verdict returned
simplify	UNJUDGED(limit)	dispatch-unreachable-defaults		_subject's `re.error`, _construction's `getattr` fallback, _		no verdict returned
simplify	UNJUDGED(limit)	shim-unreachable-exit		the trailing `exit 0` after `fail_open "Python dispatcher fa		no verdict returned
simplify	UNJUDGED(limit)	C1-dead-matches-a-tool-enum		_matches_a_tool_enum		no verdict returned
simplify	UNJUDGED(limit)	C2-agnostic-occasions-alias		AGNOSTIC_OCCASIONS		no verdict returned
simplify	UNJUDGED(limit)	C3-kind-tool-unused-spelling		predicate `kind: "tool"` in _base_predicate and classify_sid		no verdict returned
simplify	UNJUDGED(limit)	C4-kind-pipeline-unused		`if kind in ("program", "pipeline")` in classify_side		no verdict returned
simplify	UNJUDGED(limit)	C5-nonzero-positive-datum-chain		kind `nonzero`, class `positive`, closure `datum`, and rende		no verdict returned
simplify	UNJUDGED(limit)	C6-render-coverings-topology-branch		`if cls == "topology"` in side_block		no verdict returned
simplify	UNJUDGED(limit)	C7-admit-classifies-each-side-once		_admit's per-side class check		no verdict returned
simplify	UNJUDGED(limit)	C8-one-spelling-of-the-surface-gate		_base_predicate / _unmeasured event+tools gate		no verdict returned
simplify	UNJUDGED(limit)	C9-inline-regex-predicate		_regex_predicate		no verdict returned
simplify	UNJUDGED(limit)	C10-render-coverings-duplicate-leaves		tools/render_coverings.py::_leaves		no verdict returned
simplify	UNJUDGED(limit)	C11-subsumed-path-separator-probe-check		_compile's `if any(("/" in part or "\\" in part) for part in		no verdict returned
simplify	UNJUDGED(limit)	C12-one-spelling-of-fixture-grading		_admit's five fixture loops -> _grade		no verdict returned
simplify	UNJUDGED(limit)	C13-one-spelling-of-key-from		the bare-string form of `key_from` in event_key and _compile		no verdict returned
simplify	UNJUDGED(limit)	C14-impossible-state-guards-in-fixture-event		_fixture_event's `tools = ... or []` and `if parts and parts		no verdict returned
simplify	UNJUDGED(limit)	C15-stale-2N-per-segment-prose		the _PROBE_CACHE comment and the tests/test_probe_cache.py m		no verdict returned
