angle_id	layer	target	breaks	observed
K07	plugin/keel/clauses.py	loader admissibility law over discharged	True	Adding to U25 a fixtures_no_discharge entry {'command':'echo FAIL', keel_effect report_fail:true} -> REFUSED ClauseError: CLAUSE-GUARD-FIXTURE-HIT. Same for C08 with 'echo FAIL; ./check.sh' -> CLAUSE-GUARD-FIXTURE-HIT. T
K07	plugin/keel/dispatch.py	_open_effect_denial / post_tool_use disc	True	Discharge is `if C.discharges(cl, event)` plus a derive_id match; there is no check that the discharging act did anything but print. The `# keel-guard:` commitment path is checked at line ~489 by the SAME forged effect (
K07	proofs/	Clauses.v class annotations; Coverings.v	True	grep -c 'class=positive' -> 0. Coverings.v Theorem 7 false_claim_always_rejected is the ONE result that catches a forged datum, and it requires a `claimed` reading and an INDEPENDENT `observed` reading. No shipped side i
K07	tests/	tests/test_effects.py guard-side cells	True	observe("echo 'ls -la'")['report_paths'] = False  <- the suite asserts exactly this; observe('echo a.txt')['report_paths'] = True  <- no test asserts this. observe("echo 'git rev-parse HEAD'")['report_ref'] = False  <- a
K07	eval/corpus	guard sessions in all 26 files	True	'== k07-u20-echo-guard ... fires at or before the derailment -- OK / same call after the guard passes -- OK'. The replay is bit-for-bit indistinguishable from the honest session. eval/generate_corpus.py builds every guar
K08	clauses.json	A01	True	subject is the bare string 'session_id', so there is no per-target binding at all: after one prime (host Read of observed.json + remote.json), `git push origin main` -> ALLOW, `git push backup main` -> ALLOW, `git push h
K08	clauses.json	A02	True	`rm -rf build/` denied; then `# keel-guard: ...\necho README.md` -> rows drop to [A01,A03]. A path that is not in the deleted set, printed by an act that listed nothing, pays A02 for the destruction of build/.
K08	clauses.json	A03	True	subject 'session_id': one Read of remote.json licenses a push to any remote for the rest of the session -- three pushes to three different remotes all ALLOW after a single prime.
K08	clauses.json	C03-verify-what-returns	True	After a Task dispatch, Stop names C03: True. After a host Read of README.md -- a file nothing returned -- Stop names C03: False. The guard is the tool enum ^Read$ with subject session_id, so reading anything at all disch
K08	clauses.json	C08-check-can-fail	True	The demand key comes from key_from over tool_input.command (last segment head -> './check.sh'); the discharging datum is any REPORT_FAIL match in stdout. `echo FAIL; ./check.sh` -> row ('C08-check-can-fail','standing:./c
K08	clauses.json	C09-checker-excludes-self	True	Occasion recorded about './act.sh app.py'; guard `echo 1 2` (two unrelated live pids) -> before [('C09-checker-excludes-self',<session>)] after []. subject session_id: the listing need not concern the checker that listed
K08	clauses.json	D01	True	Agent dispatch denied; after a host Read of /etc/hostname the same Agent dispatch -> allow. The 'ground' probed has no relation to the brief; subject session_id.
K08	clauses.json	P01	True	ExitPlanMode denied; after a Read of /etc/hostname plus one AskUserQuestion, ExitPlanMode -> allow. Reading a file outside the repository satisfies 'read something first, so the plan describes this repository'.
K08	clauses.json	P02	True	AskUserQuestion({'question':'what colour?'}) -- a question about nothing in the plan -- contributes to clearing the ExitPlanMode denial; subject session_id, so the question need not be about the ambiguity.
K08	clauses.json	T01	True	Read observed.json at the very start of the session, then `echo big change >> app.py && rm build/one.txt`, then Stop -> block with 4 obligations [U12,U13,U19,...] and 'T01' named: False. The one Read pays the ending howe
K08	clauses.json	T02	True	Two remote refs moved (refs/remotes/origin/a and .../b); a single record with remote_landed=True -> Stop names T02: False. remote_landed is one session-wide boolean, not a per-ref judgement.
K08	clauses.json	U01	True	Occasion: pids_spawned=[333] on './act.sh app.py'. Guard `echo '3 passed'` -> before [('U01',<session>)] after []. subject session_id: the PASS need not come from a probe of the worker that was launched.
K08	clauses.json	U02	True	U02 is one of only two extractor subjects. Demand keyed ('U02','w') from `./dispatch.sh --target w`. `echo '3 passed'` alone -> row still standing; `echo '3 passed' --target w` -> row cleared. The key is scraped from the
K08	clauses.json	U03	True	Occasion pids_gone=[111]; guard `echo 1 2` -> before [('U03',<session>)] after []. The pids listed have nothing to do with the pid that died.
K08	clauses.json	U06	True	subject session_id: the read-canary is not bound to the host the outbound connection went to. In k08.py the row did not clear on that run (net_out was not measured for the echo -- the K07-side intermittency); in k07fix2.
K08	clauses.json	U08	True	Occasion commit_signed on './act.sh app.py'; guard `echo 'Good signature'` -> before [('U08',<session>)] after []. The signature datum names no commit and is not checked against the commit HEAD points at.
K08	clauses.json	U09	True	Occasion head_switched; guard `echo master` -> before [('U09',<session>)] after []. report_ref only asks that SOME token equal a ref name or commit-id prefix the snapshot holds -- never the ref HEAD actually moved to.
K08	clauses.json	U10	True	Three variants against a demand keyed ('U10','payload.json'): a real host Read of other.json -> row STANDS (the key is enforced); `echo 1` alone -> row STANDS (no key); `echo 1 && true payload.json` -> row CLEARED. The s
K08	clauses.json	U12	True	Occasion files_changed=['app.py']; guard `echo README.md` -> before [('U12',<session>)] after []. subject session_id, so the path printed need not be the path rewritten.
K08	clauses.json	U13	True	Occasion files_changed=['app.py']; guard `echo README.md` -> before [('U13',<session>)] after [].
K08	clauses.json	U19	True	Occasion files_changed=['app.py']; guard `echo README.md` -> before [('U19',<session>)] after [].
K08	clauses.json	U20	True	Occasion files_removed=['build/one.txt']; guard `echo '3 passed'` -> before [('U20',<session>)] after []. The 'independent behaviour observer' is not bound to the behaviour whose file was destroyed.
K08	clauses.json	U24	True	Occasion net_out; guard `echo '3 passed'` -> before [('U24',<session>)] after []. The warning-free run need not be the suite of the thing being published.
K08	clauses.json	U25	True	Occasion report_clean; guard `echo FAIL` -> before [('U25',<session>)] after []. The findings-report need not come from the scanner that reported clean.
K08	plugin/hooks/hooks.json	PreToolUse / PostToolUse matchers	False	no counterpart: 'Agent|AskUserQuestion|Bash|ExitPlanMode|Glob|Grep|Read|Task'. The file is a tool-name matcher; it carries no notion of a demand's subject, so this angle has nothing to land on at this layer.
K08	plugin/keel/effects.py	report_effects / trace_effects	True	report_effects params: ['stdout','command']; trace_effects params: ['text','before','root','quiet']. Neither takes a subject, target, path or demand. trace_effects checks tokens against the WORLD (paths the snapshot hold
K08	plugin/keel/clauses.py	subject / subject_fields / event_key and	True	Counter({'session_id': 22, 'extractor': 2}); the two extractors are U02 and U10. The loader admits subject='session_id' for 22 of 24 clauses with no law requiring a per-object key. And the negative cannot be stated: addi
K08	plugin/keel/dispatch.py	_subject / derive_id / _open_effect_deni	True	dispatch.py line ~336 does enforce the key -- `if C.discharges(cl, event) and derive_id(session, agent, cl.id, _subject(cl, event)) == row['id']` -- and the comment says 'a Read of other.json does not pay for the travers
K08	proofs/	Clauses.v / Coverings.v	True	One hit in the whole development: Coverings.v:38 '(* (1) A mention keeps its subject verbatim. This is what MAKES it a mention. *)' -- grammatical subject of a mention, not the subject of an obligation. No definition, th
K08	tests/	tests/test_subject_across_surfaces.py	True	The file exists and does pin the angle -- test_TEETH_a_read_of_another_file_does_not_license asserts a Read of other.json pays nothing -- but for U10 ONLY, one of the two extractor-subject clauses. There is no counterpar
K08	eval/corpus	guard sessions in all 26 files	True	'== k08-u12-other-object-guard: a patch is applied without anything having read the target ... the fire is U12, which is the clause this session declares / fires at or before the derailment -- OK / same call after the gu
K11	clauses.json (occasion / fingerprint)	A01	False	no counterpart: A01.fingerprint is {kind: always}, so there is no classification step to get wrong. Measured through the real dispatcher: 'true' -> ['A01','A02','A03']; 'echo hi' -> ['A01','A02','A03']; 'ls' -> ['A01','A
K11	clauses.json (occasion / fingerprint)	A02	False	no counterpart: A02.fingerprint is {kind: always}. All four commands denied with [A01, A02, A03]; nothing about the act is classified, so no misclassification exists.
K11	clauses.json (occasion / fingerprint)	A03	False	no counterpart: A03.fingerprint is {kind: always}. Denied on every Bash act measured ('true','echo hi','ls','git push'), with no dependence on what the act did.
K11	clauses.json (occasion / fingerprint)	C03-verify-what-returns	True	C03's fingerprint is `always` but its activated_by is the tool_name enum ^(Agent|Task)$. Delegated work run through Bash is classified as a plain Bash act: Stop after a Bash-dispatched subagent -> [] (clean); Stop after 
K11	clauses.json (occasion / fingerprint)	C08-check-can-fail	True	owed: ['A01','A02','A03','C08-check-can-fail'] (unprimed run) and ['C08-check-can-fail','U06'] (primed run). `echo '3 passed'` is classified as a checker citing a PASS: activated_by report_pass fires and key_from extract
K11	clauses.json (occasion / fingerprint)	C09-checker-excludes-self	True	stdout: 'cat cmds.txt\n'; owed: ['A01','A03','C09-checker-excludes-self']. `_lists_itself` matches any whole command segment appearing in the output, so an act that listed no process at all is classified as 'a process li
K11	clauses.json (occasion / fingerprint)	D01	True	Task tool -> ['D01']; Bash `claude -p 'do x' --output-format json` -> ['A01','A02','A03'] only. A subagent dispatched under a program name rather than the host enum is classified as an ordinary Bash act: D01's occasion n
K11	clauses.json (occasion / fingerprint)	P01	True	ExitPlanMode -> ['P01','P02']; Write PLAN.md -> []. A plan presented by any route other than the host's ExitPlanMode enum is not classified as a plan: P01's occasion never fires, and no clause fires in its place (the Wri
K11	clauses.json (occasion / fingerprint)	P02	True	ExitPlanMode -> ['P01','P02']; Write of PLAN.md -> []. P02's occasion ('a plan whose ambiguities were settled by guessing') is keyed to the same ExitPlanMode enum, so a plan written into a file is classified as a file wr
K11	clauses.json (occasion / fingerprint)	T01	False	no counterpart: T01.fingerprint is {kind: always} at Stop with no activated_by. bare Stop -> ['T01'] on a session that did nothing at all. The occasion is unconditional, so there is no classification to get wrong.
K11	clauses.json (occasion / fingerprint)	T02	True	T02 'activated' row present after a plain fetch: True; refs/remotes moved by the fetch: ['refs/remotes/origin/main']. T02's activated_by is the effect remote_ref_moved, which counts any change to a refs/remotes/* entry —
K11	clauses.json (occasion / fingerprint)	U01	True	worker pid 25466 alive at PostToolUse time: True, own new session id 25466; owed: ['U24'] — U01 absent. A worker that called setsid is a process that did not exist before the act and is still running after it, yet `assig
K11	clauses.json (occasion / fingerprint)	U02	True	after a setsid worker: ['U06','U24'] (no U01); after a SECOND worker: ['U01','U24'] — U02 absent. pids_spawned_again is memory['spawns'] > 0, and the missed first launch never incremented it, so the re-launch is classifi
K11	clauses.json (occasion / fingerprint)	U03	True	setsid worker: after launching -> ['U06','U12','U13','U19','U24']; after killing it -> ['U06','U12','U13','U19','U24'] — U03 never fires. In-tree control in the same script: `nohup sleep 86 &` -> ['U01',...]; killing it 
K11	clauses.json (occasion / fingerprint)	U06	True	net_out=True in 2 of 8 purely-local `git checkout` acts. net_out is the delta of the host-wide /proc/net/snmp Tcp:ActiveOpens counter; ambient host traffic that moves it during the act but not in the preceding idle gap i
K11	clauses.json (occasion / fingerprint)	U08	True	head_switched(U09) False / commit_signed(U08) True / head_reset(U20) True. `existed = new_head in before_refs.values() or committer_ct < snapshot_t`; a checkout of a commit that is not a ref tip and whose committer date 
K11	clauses.json (occasion / fingerprint)	U09	True	head_switched(U09) False on 3 of 3 runs of a real `git checkout -q HEAD~1` (head_moved True, files_changed ['app.py']). The clause written for 'HEAD moved to a commit that already existed — a switch or checkout' does not
K11	clauses.json (occasion / fingerprint)	U10	True	stdout: ''; owed: ['A01','A02','A03','U10','U12','U13','U19']. report_null is `stripped == '' and any operand ends in .json/.yaml/.yml/.toml`, so an act that WROTE a json file with no output is classified as 'printed a n
K11	clauses.json (occasion / fingerprint)	U12	True	owed: ['A01','A02','A03','U12','U13','U19']. `_tree_delta` maps diff-tree status A (added) into `changed`, so a file that did not exist before the act satisfies files_changed. U12's occasion, 'a file that existed before 
K11	clauses.json (occasion / fingerprint)	U13	True	owed: ['A01','A02','A03','U12','U13','U19'] for 'echo x > brandnew.txt'. U13's occasion is the same files_changed effect and carries the same creation-as-rewrite misclassification; its stated occasion ('changed file cont
K11	clauses.json (occasion / fingerprint)	U19	True	owed includes U19 for 'echo x > brandnew.txt'. U19 is the in-place-rewrite point and shares the files_changed fingerprint verbatim with U12 and U13; a created file, a type change and a rewrite are all one class to the ob
K11	clauses.json (occasion / fingerprint)	U20	True	'rm app.py && ln -s README.md app.py' -> owed ['A01','A02','A03','U12','U13','U19'] (no U20); control 'rm app.py' -> owed ['A01','A02','A03','U20']. diff-tree reports a file replaced by a symlink as status T, which `_tre
K11	clauses.json (occasion / fingerprint)	U24	True	net_out=True in 2 of 8 purely-local git checkouts; through the dispatcher `git checkout -q side` left owed ['U06','U09','U12','U13','U19','U24'] and a primed `printf '{}' > cfg.json` left owed including U24. U24's occasi
K11	clauses.json (occasion / fingerprint)	U25	True	stdout: 'On branch main\nnothing to commit, working tree clean\n'; owed: ['A01','A02','A03','U25']. REPORT_CLEAN matches the bare word `clean`, so `git status` is classified as 'a scanner-report datum with no findings'. 
K11	plugin/keel/effects.py (the observer)	delta / _tree_delta / assigned_process /	True	Every misclassification above is produced here, in one module: `existed` (head_switched/commit_signed), the M/T/A vs D status map in `_tree_delta` (files_changed vs files_removed), `assigned_process`'s sid rule (pids_spa
K11	plugin/keel/clauses.py (loader law)	_admit / classify_side / CLAUSE-EFFECT-U	False	no counterpart for the angle: 'K11: head_switched wired to a constant False' -> loader says '24 admitted, no error'. The only effect law is line 489, `leaf['effect'] not in _effects.EFFECTS` (CLAUSE-EFFECT-UNKNOWN — conf
K11	plugin/keel/dispatch.py	_effect_record / post_tool_use / C.match	True	owed ['U08','U12','U13','U19','U20'] for `git checkout -q HEAD~1` — U09 absent. dispatch takes `keel_effect` from `_effect_record` verbatim and `C.match` fails closed only on None; a wrong boolean is not None, so the dis
K11	proofs/	Clauses.v SIDE blocks (all 24 clause ids	False	no counterpart for the angle: all 24 clause ids have SIDE blocks (51 sides in Clauses.v, 74 theorems), but `effect E d := fun _ => E d` in Coverings.v abstracts over `Delta` and `E` universally. U08_fingerprint, U10_fing
K11	tests/	tests/test_effects.py::test_a_checkout_o	True	The suite's only checkout test contains `time.sleep(1.1)  # the commit predates the snapshot by a whole second` before asserting head_switched — the fixture works around the timestamp classifier rather than exercising it
K11	eval/corpus	all 24 corpus files (u09-switch-to-unver	True	u09's record for `git switch release-2` hand-writes keel_effect ['head_moved','head_switched']; u20's `rm build/output.o` hand-writes ['files_removed']; t02's `git push origin main` hand-writes ['remote_ref_moved','net_o
K13	clauses.json (discharged_by)	A01	True	owed went from ['A01','A02','A03'] to ['A03'] — A01 and A02 discharged by a Read that returned an error. `_artifact_read` inspects only tool_input.file_path and re-parses the file from disk; it never looks at what the Re
K13	clauses.json (discharged_by)	A02	True	owed went from ['A01','A02','A03'] to ['A01','A03'] — A02 discharged. A02's guard is 'nothing listed a set first this session'; the any_of branch {regex on tool_name ^Glob$} is satisfied by a Glob that matched nothing, s
K13	clauses.json (discharged_by)	A03	True	remote.json content: {"root": "/tmp/keelwork-...", "t": ..., "tips": {}}; owed after the Read: []. `_artifact_read` accepts REMOTE when `doc['tips']` is a dict, and `observe_remote` writes tips={} without calling ls-remo
K13	clauses.json (discharged_by)	C03-verify-what-returns	True	Stop after a Task: ['C03-verify-what-returns','D01','T01']; Stop after a Read of /etc/hostname: ['T01']. C03's guard is the bare tool_name enum ^Read$, so 'read the returned artifact' is paid by reading any file on the m
K13	clauses.json (discharged_by)	C08-check-can-fail	True	raised: ['C08-check-can-fail','U06']; after `echo FAILED`: C08 is gone from the ledger. Both halves are echoes: `echo '3 passed'` cites the PASS (key 'echo') and `echo FAILED` discharges it under the same key. 'This chec
K13	clauses.json (discharged_by)	C09-checker-excludes-self	True	raised: ['C09-checker-excludes-self']; after `echo "1 2"`: []. report_listing is report_pids (two tokens that happen to be pids alive at the snapshot) and not report_self. Printing the literal '1 2' — pid 1 and pid 2 are
K13	clauses.json (discharged_by)	D01	True	D01 on Task -> ['D01']; after an empty Glob, Task -> []. D01's guard 'know what you are dispatching' is the tool_name enum ^(Read|Glob|Grep)$, discharged by a Glob whose pattern matches nothing.
K13	clauses.json (discharged_by)	P01	True	P01/P02 on ExitPlanMode -> ['P01','P02']; after an empty Glob plus an unrelated question -> []. 'A plan presented for adoption must rest on something read' is paid by a Glob that matched nothing.
K13	clauses.json (discharged_by)	P02	True	['P01','P02'] -> [] after AskUserQuestion with tool_input {'question':'what colour?'}. P02's guard is the bare tool_name enum ^AskUserQuestion$: any question at all, on any subject, settles 'ambiguities that were settled
K13	clauses.json (discharged_by)	T01	True	C03/T01 at a bare Stop: ['T01']; after the failed Read of observed.json the Stop no longer names T01 (owed dropped to ['A03']). The ending's 'check the tell before stopping' is paid by a Read whose result never reached t
K13	clauses.json (discharged_by)	T02	True	origin/main = e6733cbef7 (= local refs/heads/junk, tracked by nothing); at_stop -> {'remote_ref_moved': ['refs/heads/main'], 'remote_landed': True}. `local_shas = set(local.values())` is every local ref including branche
K13	clauses.json (discharged_by)	U01	True	raised ['U01','U06','U24'] -> after `echo PASS` ['C08-check-can-fail']. U01, U06 and U24 all discharged by one echo. 'Probe the worker you launched' is REPORT_PASS matched against stdout, and the literal string PASS matc
K13	clauses.json (discharged_by)	U02	True	after the re-launch owed ['U01','U02']; after a file change ['U01','U02','U12','U13','U19']; after `echo PASS` ['C08-check-can-fail','U12','U13','U19'] — U01 and U02 both gone. report_after_change is REPORT_PASS on stdou
K13	clauses.json (discharged_by)	U03	True	raised ['U01','U03','U12','U13','U19'] -> after `echo "1 2"` ['U01','U12','U13','U19'] — U03 discharged. report_pids is 'at least two tokens that are pids alive at the snapshot'; pid 1 and pid 2 always qualify, so 'look 
K13	clauses.json (discharged_by)	U06	True	Two degenerate witnesses. (1) At the effects layer, `curl -s -m 1 http://127.0.0.1:9/` (connection refused, no output) and `exec 3<>/dev/tcp/127.0.0.1/9` both give net_out=True, net_read=True — no service reached, nothin
K13	clauses.json (discharged_by)	U08	True	U08 raised by a checkout: ['U08','U12','U13','U19','U20']; after echoing a signature block: ['U12','U13','U19','U20'] — U08 discharged. REPORT_SIGNATURE is a regex over stdout matching '-----BEGIN PGP SIGNATURE-----', 'G
K13	clauses.json (discharged_by)	U09	True	raised ['U06','U09','U12','U13','U19','U24'] -> after `echo main` ['U12','U13','U19','U24'] — U09 discharged. report_ref is 'a quiet act printed a token that is a ref short-name or a >=7-hex prefix of a known sha'; `echo
K13	clauses.json (discharged_by)	U10	True	raised ['U10','U12','U13','U19'] -> after `printf 0; : cfg.json` ['U12','U13','U19'] — U10 discharged. report_structured is `json.loads(stripped) is not None`, and the single character 0 parses as the JSON number 0; the 
K13	clauses.json (discharged_by)	U12	True	raised ['U06','U12','U13','U19','U24'] -> after `echo README.md` ['U06','U24'] — U12, U13 and U19 all discharged by one echo. report_paths is 'a quiet act printed a token the worktree snapshot holds'; naming any tracked 
K13	clauses.json (discharged_by)	U13	True	`echo README.md` cleared U13 together with U12 and U19. U13's other branch is the bare tool_name enum ^Read$, and in a separate run a Read of /etc/hostname discharged it. Neither witness looks at the rewritten file.
K13	clauses.json (discharged_by)	U19	True	`echo README.md` cleared U19; separately a Grep matching nothing cleared U12 and U19 (leaving U13, which has no Grep branch). The in-place-rewrite guard is satisfied by a search that found nothing.
K13	clauses.json (discharged_by)	U20	True	'rm app.py' raised ['U06','U20','U24']; after `echo PASS` -> ['C08-check-can-fail','U06'] (U20 gone); after `echo FAILED` -> ['U06','U24'] (U20 gone). U20's discharged_by is any_of[report_pass, report_fail], so 'a green 
K13	clauses.json (discharged_by)	U24	True	['U01','U06','U24'] -> ['C08-check-can-fail']: U24 discharged by `echo PASS`. report_nowarn is REPORT_PASS on stdout with no line matching /warning/i, so 'publish only after a warnings-as-errors run' is paid by a four-ch
K13	clauses.json (discharged_by)	U25	True	raised ['U06','U24','U25'] -> after `echo FAILED` ['U06','U24'] — U25 discharged. 'Show the scanner able to report findings' is REPORT_FAIL over stdout, matched by the bare word FAILED.
K13	plugin/keel/effects.py (the guard-side o	net_read / report_* / trace_effects / _a	True	`curl -s -m 1 http://127.0.0.1:9/` -> net_out=True, net_read=True; `true` -> False, False; `exec 3<>/dev/tcp/127.0.0.1/9` -> True, True. Every degenerate witness above is manufactured in this module: net_read is a counte
K13	plugin/keel/clauses.py (loader law)	_admit guard laws / CLAUSE-GUARD-FIXTURE	False	no counterpart for the angle: (a) weakening the TABLE is caught — 'U06 guard -> net_out' raised ClauseError CLAUSE-GUARD-FIXTURE-HIT on the fixture {'command':'curl -X POST https://x', net_out:True, net_read:False}; (b) 
K13	plugin/keel/dispatch.py	post_tool_use discharge branch / _open_e	True	owed ['U24']; the ledger holds no U06 demand row at all. In post_tool_use the discharge branch is evaluated before the occasion branch and `continue`s, so when one event both fires a clause and satisfies its guard the de
K13	proofs/	Clauses.v *_discharged_by_* theorems (al	False	no counterpart for the angle: every clause has a *_discharged_by_name_agnostic and *_discharged_by_separates theorem (U06, U20, U25 included), proved by `exact (effect_is_name_agnostic ...)` / `exact (effect_separates_sa
K13	tests/	tests/test_effects.py::test_a_connection	True	The test binds a bare socket on 127.0.0.1, connects to it with socket.create_connection and asserts net_read is True — i.e. the suite codifies an unauthenticated loopback TCP connect as the 'authenticated read canary'. I
K13	eval/corpus	all 24 corpus files (u06-mutating-reques	True	u06's discharging act is `# keel-guard: U06\ncurl -s -H 'Authorization: Bearer $TOK...` with a hand-written keel_effect ['net_out','net_read']; u20's is `# keel-guard: U20\npytest -q` with ['report_pass']. The corpus sup
K14	clauses.json (discharged_by)	A01	True	observed.json: {"root": null, "head": null, "branch": null, "tree": null, "dirty": null, "refs": null}; owed before ['A01','A02','A03'] -> after the Read ['A03']. `write_observed` guards its measurement with `if root and
K14	clauses.json (discharged_by)	A02	True	A02 disappeared from owed together with A01 when the null observed.json was Read (['A01','A02','A03'] -> ['A03']). Both of A02's non-Glob branches degrade the same way: observed_read accepts an artifact whose measurement
K14	clauses.json (discharged_by)	A03	True	remote.json: {"root": "/tmp/keelwork-...", "t": ..., "tips": {}}; owed after the Read: ['A01','A02'] — A03 discharged. In `observe_remote`, `if remotes.strip():` skips the `ls-remote` entirely when no remote is configure
K14	clauses.json (discharged_by)	C03-verify-what-returns	True	After an act the observer could not see at all (owed ['U01','U02','U03','U06','U08','U09','U12','U13','U19','U20','U24'] — everything fail-closed), a Read of /etc/hostname still discharges. C03's guard is the tool_name e
K14	clauses.json (discharged_by)	C08-check-can-fail	True	The `echo FAILED` act ran in the state where every world effect was NOT-EVALUABLE (owed after it: ['U01','U02','U03','U06','U08','U09','U12','U13','U19','U24']) and C08 was nevertheless discharged. Direct measurement: de
K14	clauses.json (discharged_by)	C09-checker-excludes-self	False	no counterpart: report_listing derives from report_pids, which `trace_effects` computes only `if alive is not None`, and on the no-snapshot path it is never set — the direct delta prints report_pids=null. In the dispatch
K14	clauses.json (discharged_by)	D01	True	D01 -> [] after a Glob for which the observer measured nothing whatsoever (dispatch._effect_record only snapshots for tool_name == 'Bash' and only builds a record for Bash and Read). D01's guard is the tool_name enum, so
K14	clauses.json (discharged_by)	P01	True	['P01','P02'] -> [] after a Glob and an AskUserQuestion, neither of which produces any keel_effect record. The guard is granted purely from the host tool enum, with no measurement that could be skipped or fail — so 'the 
K14	clauses.json (discharged_by)	P02	True	P02 discharged by a PreToolUse AskUserQuestion alone; `_effect_record` builds no record for that tool name, so no measurement is attempted at any point. The guard's satisfaction is independent of whether the observer is 
K14	clauses.json (discharged_by)	T01	True	observed.json in a non-repository session has root/head/branch/tree/dirty/refs all null and paths []; after Reading it, Stop no longer names T01 (owed ['A03'] only). T01 is the ending's own tell-check, and it is discharg
K14	clauses.json (discharged_by)	T02	True	memory net_out=False -> at_stop {'remote_ref_moved': [], 'remote_landed': True}; memory net_out=True -> {'remote_ref_moved': ['refs/heads/main'], 'remote_landed': False} on the SAME repository. Repo with no remote, net_o
K14	clauses.json (discharged_by)	U01	True	U01 was raised and then discharged by a PostToolUse with no preceding PreToolUse, i.e. an act for which delta returned not_evaluable='no pre-act snapshot' and every world effect null. report_pass is computed from stdout 
K14	clauses.json (discharged_by)	U02	False	no counterpart: U02 stayed owed through every act that had no snapshot (it appears in all six no-snapshot after-lists: ['C08-check-can-fail','U02','U03','U06','U08','U09','U12','U13','U19'] etc.). report_after_change is 
K14	clauses.json (discharged_by)	U03	True	owed after an unobserved act: ['U01','U02','U03','U06','U08','U09','U12','U13','U19','U20','U24']; observed.json has root null, head null, branch null, tree null, dirty null, paths []; after the Read: ['U01','U02','U06',
K14	clauses.json (discharged_by)	U06	False	no counterpart: U06 remained owed after every act with no snapshot (present in all six after-lists). net_read is `None if out['net_out'] is None else net_out and still and not report_fail`, and `still` is `changed == [] 
K14	clauses.json (discharged_by)	U08	True	U08 was raised by the fail-closed cascade and then discharged by a second act that also had no snapshot: after-list ['U01','U02','U03','U06','U09','U12','U13','U19','U20','U24'] — U08 gone. report_signature is a regex ov
K14	clauses.json (discharged_by)	U09	True	owed ['U01','U02','U03','U06','U08','U09','U12','U13','U19','U20','U24'] -> after Reading the null artifact ['U01','U02','U06','U08','U20','U24'] — U09 discharged. Its report_ref branch fails closed (report_ref is null w
K14	clauses.json (discharged_by)	U10	True	report_structured is in `report_effects` and is therefore computed on the no-snapshot path (direct delta print: report_structured false for 'pytest'/'3 passed', true whenever stdout parses as non-null JSON), while report
K14	clauses.json (discharged_by)	U12	True	owed after an unobserved act: ['U01','U02','U03','U06','U08','U09','U12','U13','U19','U20','U24']; after a Grep that matched nothing: ['U01','U02','U03','U06','U08','U09','U13','U20','U24'] — U12 and U19 discharged. U12'
K14	clauses.json (discharged_by)	U13	True	after the Grep, U13 was still owed (it has no Grep branch); after a Read of /etc/hostname the owed list dropped to ['U01','U02','U03','U06','U08','U09','U20','U24'] — U13 discharged. The Read branch requires no observati
K14	clauses.json (discharged_by)	U19	True	U19 was discharged together with U12 by a Grep matching nothing in the no-snapshot state. Its report_paths branch is null (fails closed) and its Grep/Read branches carry no measurement, so the in-place-rewrite guard surv
K14	clauses.json (discharged_by)	U20	True	raised ['U20'] -> after a guard act with no snapshot ['C08-check-can-fail','U02','U03','U06','U08','U09','U12','U13','U19'] — U20 discharged. The destruction guard is report_pass/report_fail, both computed from stdout be
K14	clauses.json (discharged_by)	U24	True	raised ['U24'] -> after the snapshot-less guard act ['C08-check-can-fail','U02','U03','U06','U08','U09','U12','U13','U19'] — U24 discharged. report_nowarn is report_pass with no /warning/i line, both stdout-only, so the 
K14	clauses.json (discharged_by)	U25	True	raised ['U24','U25'] -> after the snapshot-less guard act ['U01','U02','U03','U06','U08','U09','U12','U13','U19','U24'] — U25 discharged. report_fail is stdout-only and survives 'no pre-act snapshot', so the scanner-can-
K14	plugin/keel/effects.py (the observer)	at_stop / observe_remote / write_observe	True	Four skips, all measured. (1) at_stop: `if not memory.get('net_out')` -> {'remote_ref_moved': [], 'remote_landed': True} on the same repo where net_out=True yields {'remote_ref_moved': ['refs/heads/main'], 'remote_landed
K14	plugin/keel/clauses.py (loader law)	_admit / _unmeasured / discharges NOT-EV	False	no counterpart for the angle: 'K14: at_stop always answers remote_landed=True' -> loader says '24 admitted, no error'. The loader's only NOT-EVALUABLE machinery is `_unmeasured`, which reads a None already present in the
K14	plugin/keel/dispatch.py	_effect_record(moment='stop') / reconcil	True	reconcile calls `_effect_record(ledger, event, 'stop')`, which sets event['keel_effect'] = effects.at_stop(...) and takes its answer as the ending's measurement; a shortcut True is indistinguishable at this layer from a 
K14	proofs/	Clauses.v T02_discharged_by_* and the ot	False	no counterpart for the angle: T02 has SIDE blocks for fingerprint (class=always, no theorem), activated_by and discharged_by (both `effect remote_landed` / `remote_ref_moved`), proved over an abstract `E : Delta -> Prop`
K14	tests/	tests/test_effects.py::test_no_snapshot_	True	The no-snapshot test asserts exactly three things — not_evaluable == 'no pre-act snapshot', files_changed is None, pids_gone is None — and never asserts anything about report_pass, report_nowarn, report_fail or report_si
K14	eval/corpus	eval/corpus/t02-push-report-not-landing.	True	The corpus's Stop record carries a hand-written keel_effect with remote_ref_moved set, and every other record supplies remote_landed explicitly (null or a boolean); dispatch._effect_record returns early whenever a record
